time,averageWindDirection,averageWindSpeed,averageAirTemp,averageRelativeHumidity,averageAirPressure
"2020-01-01 00:00:00",279,2.7216666666667,4.6183333333333,61.168333333333,1002.21
"2020-01-01 01:00:00",278,2.4716666666667,4.4033333333333,62.058333333333,1002.7983333333
"2020-01-01 02:00:00",279,2.2,4.1133333333333,61.336666666667,1002.94
"2020-01-01 03:00:00",270,1.9066666666667,3.83,62.41,1003.2616666667
"2020-01-01 04:00:00",278,1.9983333333333,3.48,63.541666666667,1003.4816666667
"2020-01-01 05:00:00",277,2.2483333333333,3.135,64.786666666667,1003.8883333333
"2020-01-01 06:00:00",276,1.7883333333333,2.8183333333333,65.636666666667,1004.0683333333
"2020-01-01 07:00:00",275,2.0883333333333,2.785,65.166666666667,1004.4233333333
"2020-01-01 08:00:00",271,2.2766666666667,3.3466666666667,60.155,1004.9383333333
"2020-01-01 09:00:00",268,2.61,3.4633333333333,58.85,1004.9966666667
"2020-01-01 10:00:00",277,2.6516666666667,3.5433333333333,59.391666666667,1005.0783333333
"2020-01-01 11:00:00",260,2.73,3.6883333333333,59.565,1004.6116666667
"2020-01-01 12:00:00",250,2.98,3.6516666666667,60.613333333333,1004.435
"2020-01-01 13:00:00",251,3.405,3.4983333333333,59.183333333333,1004.385
"2020-01-01 14:00:00",245,3.455,2.9866666666667,59.916666666667,1004.3283333333
"2020-01-01 15:00:00",247,2.6483333333333,2.4133333333333,63.15,1004.3
"2020-01-01 16:00:00",246,2.75,1.9583333333333,64.776666666667,1004.4983333333
"2020-01-01 17:00:00",248,2.905,1.63,65.293333333333,1004.1816666667
"2020-01-01 18:00:00",244,2.78,1.13,65.851666666667,1003.76
"2020-01-01 19:00:00",257,2.4616666666667,0.96333333333333,65.02,1003.5633333333
"2020-01-01 20:00:00",268,2.23,1.6266666666667,60.863333333333,1003.47
"2020-01-01 21:00:00",272,1.8433333333333,1.4466666666667,59.94,1003.335
"2020-01-01 22:00:00",279,1.1883333333333,1.1433333333333,58.918333333333,1003.3033333333
"2020-01-01 23:00:00",202,0.67,0.025,62.645,1003.0516666667
"2020-01-02 00:00:00",213,1.4466666666667,-0.51833333333333,63.943333333333,1002.9816666667
"2020-01-02 01:00:00",221,0.83833333333333,-0.17666666666667,59.938333333333,1002.9433333333
"2020-01-02 02:00:00",216,1.2866666666667,0.90833333333333,52.193333333333,1002.79
"2020-01-02 03:00:00",227,1.1483333333333,0.205,54.441666666667,1002.5733333333
"2020-01-02 04:00:00",257,1.27,0.175,53.286666666667,1002.6533333333
"2020-01-02 05:00:00",204,0.93833333333333,-0.94333333333333,57.745,1002.8133333333
"2020-01-02 06:00:00",222,0.98,-1.33,58.783333333333,1002.81
"2020-01-02 07:00:00",268,1.1816666666667,-0.73,56.54,1002.6766666667
"2020-01-02 08:00:00",282,1.485,0.535,50.905,1002.6533333333
"2020-01-02 09:00:00",268,1.0066666666667,1.5416666666667,49.293333333333,1002.635
"2020-01-02 10:00:00",248,0.78,3.5433333333333,42.586666666667,1002.205
"2020-01-02 11:00:00",284,1.3916666666667,4.9416666666667,36.233333333333,1001.6583333333
"2020-01-02 12:00:00",275,1.32,5.6116666666667,34.985,1001.2366666667
"2020-01-02 13:00:00",259,1.335,5.7333333333333,36.848333333333,1000.9916666667
"2020-01-02 14:00:00",229,1.2766666666667,4.04,44.73,1000.885
"2020-01-02 15:00:00",205,0.65,2.395,51.515,1000.7183333333
"2020-01-02 16:00:00",231,0.31666666666667,1.1766666666667,56.175,1000.62
"2020-01-02 17:00:00",231,0.53,0.093333333333333,60.248333333333,1000.2783333333
"2020-01-02 18:00:00",274,0.445,-0.52333333333333,63.448333333333,999.94333333333
"2020-01-02 19:00:00",276,0.495,-1.115,65.988333333333,999.45666666667
"2020-01-02 20:00:00",260,0.545,-1.6783333333333,67.051666666667,999.15
"2020-01-02 21:00:00",283,0.69166666666667,-2.1433333333333,68.81,999
"2020-01-02 22:00:00",270,0.46333333333333,-2.56,69.37,998.72166666667
"2020-01-02 23:00:00",265,0.64333333333333,-3.0733333333333,69.625,998.415
"2020-01-03 00:00:00",240,0.82166666666667,-3.6516666666667,69.738333333333,998.14833333333
"2020-01-03 01:00:00",208,0.56333333333333,-4.1183333333333,71.32,997.67166666667
"2020-01-03 02:00:00",232,0.50833333333333,-3.9683333333333,70.938333333333,997.28666666667
"2020-01-03 03:00:00",262,0.955,-4.295,70.645,997.00666666667
"2020-01-03 04:00:00",193,1.2266666666667,-4.4933333333333,71.021666666667,996.87833333333
"2020-01-03 05:00:00",220,1.0966666666667,-2.4816666666667,62.255,996.94666666667
"2020-01-03 06:00:00",240,0.56166666666667,-2.3466666666667,62.188333333333,996.93666666667
"2020-01-03 07:00:00",266,0.415,-1.83,61.806666666667,997.07833333333
"2020-01-03 08:00:00",199,0.97333333333333,-0.065,57.91,996.84833333333
"2020-01-03 09:00:00",239,1.585,1.1883333333333,55.843333333333,996.335
"2020-01-03 10:00:00",234,1.7533333333333,2.8216666666667,53.231666666667,995.67333333333
"2020-01-03 11:00:00",225,1.5566666666667,4.45,49.326666666667,995.06333333333
"2020-01-03 12:00:00",233,1.79,5.8716666666667,45.23,994.50333333333
"2020-01-03 13:00:00",221,1.835,6.055,46.488333333333,993.87166666667
"2020-01-03 14:00:00",190,0.94666666666667,4.9733333333333,50.403333333333,993.40333333333
